,AI,EF,issn,journal,nlmuniqueid,rank
808,0.904,0.023809,0168-1656,J BIOTECHNOL,8411927,809
809,1.724,0.023808,0004-0010,ARCH SURG-CHICAGO,9716528,810
810,1.3746,0.023747,1054-139X,J ADOLESCENT HEALTH,9102136,811
811,1.9377,0.023668,0269-8463,FUNCT ECOL,,812
812,0.6203,0.023642,0021-8812,J ANIM SCI,8003002,813
813,0.888,0.023599,0301-4797,J ENVIRON MANAGE,0401664,814
814,2.9202,0.023565,0958-1669,CURR OPIN BIOTECH,9100492,815
815,1.1957,0.023552,0167-8809,AGR ECOSYST ENVIRON,,816
816,0.694,0.023545,0043-1648,WEAR,,817
817,0.9125,0.023513,1091-255X,J GASTROINTEST SURG,9706084,818
818,0.6424,0.023503,0301-0104,CHEM PHYS,0371632,819
819,0.5631,0.023442,0163-2116,DIGEST DIS SCI,7902782,820
820,2.8125,0.023418,1751-7362,ISME J,101301086,821
821,0.7574,0.023406,1073-5623,METALL MATER TRANS A,,822
822,1.445,0.0234,0143-005X,J EPIDEMIOL COMMUN H,7909766,823
823,8.1589,0.023343,0163-769X,ENDOCR REV,8006258,824
824,1.4148,0.023327,0032-0781,PLANT CELL PHYSIOL,9430925,825
825,9.2731,0.0233,1543-592X,ANNU REV ECOL EVOL S,,826
826,1.009,0.023298,0300-0664,CLIN ENDOCRINOL,0346653,827
827,1.2788,0.023266,1063-4584,OSTEOARTHR CARTILAGE,9305697,828
828,0.7865,0.023252,0191-8869,PERS INDIV DIFFER,8006972,829
829,0.805,0.023238,1083-3668,J BIOMED OPT,9605853,830
830,1.3393,0.023236,0024-4937,LITHOS,,831
831,0.595,0.023232,0957-4166,TETRAHEDRON-ASYMMETR,,832
832,1.302,0.023139,1077-260X,IEEE J SEL TOP QUANT,,833
833,2.38,0.023135,0042-9686,B WORLD HEALTH ORGAN,7507052,834
834,1.948,0.023114,1046-2023,METHODS,9426302,835
835,1.4924,0.023102,1079-5006,J GERONTOL A-BIOL,9502837,836
836,0.997,0.023093,0009-9104,CLIN EXP IMMUNOL,0057202,837
837,0.9871,0.023063,0040-5752,THEOR APPL GENET,0145600,838
838,0.4872,0.023007,1466-5026,INT J SYST EVOL MICR,100899600,839
839,1.785,0.022981,1742-5689,J R SOC INTERFACE,,840
840,1.6982,0.022955,1083-7159,ONCOLOGIST,9607837,841
841,5.5477,0.022791,1943-0264,CSH PERSPECT BIOL,,842
842,1.9716,0.02278,0025-6196,MAYO CLIN PROC,0405543,843
843,1.0851,0.022728,0741-3335,PLASMA PHYS CONTR F,,844
844,0.5354,0.022724,0957-0233,MEAS SCI TECHNOL,9005438,845
845,3.6968,0.022645,1471-4914,TRENDS MOL MED,100966035,846
846,2.3685,0.022588,0022-006X,J CONSULT CLIN PSYCH,0136553,847
847,3.3543,0.022515,0165-0173,BRAIN RES REV,101300366,848
848,0.7315,0.022512,0815-9319,J GASTROEN HEPATOL,8607909,849
849,0.6477,0.022511,0927-0256,COMP MATER SCI,,850
850,1.9262,0.022504,0146-1672,PERS SOC PSYCHOL B,7809042,851
851,1.6709,0.022494,1541-7786,MOL CANCER RES,101150042,852
852,1.0561,0.022488,1044-0305,J AM SOC MASS SPECTR,9010412,853
853,0.7293,0.022469,1019-6439,INT J ONCOL,9306042,854
854,0.8149,0.022463,0041-1132,TRANSFUSION,0417360,855
855,1.0722,0.022438,0007-0912,BRIT J ANAESTH,0372541,856
856,1.1622,0.022402,1053-2498,J HEART LUNG TRANSPL,9102703,857
857,0.3931,0.022387,0020-1693,INORG CHIM ACTA,,858
858,2.1599,0.022302,1050-9631,HIPPOCAMPUS,9108167,859
859,1.8066,0.022299,1388-1981,BBA-MOL CELL BIOL L,,860
860,1.4164,0.022288,0022-3670,J PHYS OCEANOGR,,861
861,1.2803,0.022283,0168-6496,FEMS MICROBIOL ECOL,8901229,862
862,0.8123,0.022256,0953-2048,SUPERCOND SCI TECH,,863
863,1.2544,0.022201,0954-7894,CLIN EXP ALLERGY,8906443,864
864,0.7192,0.0222,0009-8981,CLIN CHIM ACTA,1302422,865
865,0.2003,0.022162,1175-5326,ZOOTAXA,,866
866,9.6571,0.022139,0066-4278,ANNU REV PHYSIOL,0370600,867
867,0.7744,0.022058,0020-0255,INFORM SCIENCES,9875661,868
868,1.004,0.02204,0145-6008,ALCOHOL CLIN EXP RES,7707242,869
869,5.9453,0.022026,0033-295X,PSYCHOL REV,0376476,870
870,1.0914,0.022017,0037-1106,B SEISMOL SOC AM,,871
871,0.6662,0.022006,1545-5009,PEDIATR BLOOD CANCER,101186624,872
872,0.7939,0.021985,0360-5442,ENERGY,,873
873,1.0124,0.021983,0268-3369,BONE MARROW TRANSPL,8702459,874
874,1.612,0.021907,0022-1031,J EXP SOC PSYCHOL,0045332,875
875,2.8366,0.021902,0167-7799,TRENDS BIOTECHNOL,8310903,876
876,1.2895,0.021899,1083-8791,BIOL BLOOD MARROW TR,9600628,877
877,0.672,0.021889,0196-8904,ENERG CONVERS MANAGE,,878
878,1.3921,0.021855,0167-7055,COMPUT GRAPH FORUM,,879
879,1.8822,0.021851,1359-6446,DRUG DISCOV TODAY,9604391,880
880,1.502,0.021817,1069-9384,PSYCHON B REV,9502924,881
881,2.715,0.02176,0013-0133,ECON J,101518442,882
882,0.3826,0.021746,0366-7022,CHEM LETT,,883
883,0.9516,0.021746,0025-729X,MED J AUSTRALIA,0400714,884
884,0.8155,0.021731,0720-048X,EUR J RADIOL,8106411,885
885,0.7506,0.021724,1466-8033,CRYSTENGCOMM,,886
886,1.5854,0.02172,0306-4530,PSYCHONEUROENDOCRINO,7612148,887
887,0.9766,0.021708,0377-0273,J VOLCANOL GEOTH RES,,888
888,1.249,0.021693,0022-0345,J DENT RES,0354343,889
889,6.8366,0.021692,0893-8512,CLIN MICROBIOL REV,8807282,890
890,1.4538,0.021623,0035-9009,Q J ROY METEOR SOC,,891
891,0.5756,0.021598,0024-3795,LINEAR ALGEBRA APPL,,892
892,0.5789,0.021584,0304-3975,THEOR COMPUT SCI,,893
893,0.5847,0.021511,0884-2914,J MATER RES,,894
894,1.3196,0.021491,0038-0938,SOL PHYS,,895
895,1.277,0.021453,1944-8244,ACS APPL MATER INTER,101504991,896
896,1.0267,0.021428,1527-6465,LIVER TRANSPLANT,100909185,897
897,1.0459,0.021407,0924-8579,INT J ANTIMICROB AG,9111860,898
898,1.3192,0.021387,0031-6768,PFLUG ARCH EUR J PHY,0154720,899
899,2.1486,0.021318,0047-2727,J PUBLIC ECON,101084660,900
900,0.815,0.021269,0960-1481,RENEW ENERG,,901
901,1.5415,0.02126,1044-7431,MOL CELL NEUROSCI,9100095,902
902,1.0792,0.021257,1471-2180,BMC MICROBIOL,100966981,903
903,1.4581,0.021233,1064-8275,SIAM J SCI COMPUT,,904
904,0.74,0.021186,0927-7765,COLLOID SURFACE B,9315133,905
905,1.3702,0.021185,0005-7967,BEHAV RES THER,0372477,906
906,1.0428,0.021172,0893-228X,CHEM RES TOXICOL,8807448,907
907,1.2008,0.021163,0019-2805,IMMUNOLOGY,0374672,908
908,0.684,0.021163,1346-9843,CIRC J,101137683,909
909,1.0073,0.021153,0736-0266,J ORTHOP RES,8404726,910
910,0.7887,0.021147,0141-0296,ENG STRUCT,,911
911,17.1569,0.021082,0066-4146,ANNU REV ASTRON ASTR,101137067,912
912,1.0892,0.021054,0742-3071,DIABETIC MED,8500858,913
913,0.861,0.02105,0300-483X,TOXICOLOGY,0361055,914
914,0.9411,0.02104,1538-4047,CANCER BIOL THER,101137842,915
915,0.8982,0.021037,1475-2875,MALARIA J,101139802,916
916,1.0401,0.021022,0046-8177,HUM PATHOL,9421547,917
917,1.0714,0.021006,1471-2334,BMC INFECT DIS,100968551,918
918,5.5578,0.020998,0363-7425,ACAD MANAGE REV,9877758,919
919,0.9712,0.020983,0032-0935,PLANTA,1250576,920
920,1.6177,0.020976,0196-0644,ANN EMERG MED,8002646,921
921,0.9184,0.02097,0031-3998,PEDIATR RES,0100714,922
922,0.9715,0.020935,1351-5101,EUR J NEUROL,9506311,923
923,0.5231,0.020924,1021-335X,ONCOL REP,9422756,924
924,0.8797,0.02091,0016-7061,GEODERMA,,925
925,1.2633,0.020898,1566-1199,ORG ELECTRON,,926
926,0.6939,0.020885,0959-4965,NEUROREPORT,9100935,927
927,2.8373,0.020867,0966-842X,TRENDS MICROBIOL,9310916,928
928,1.2475,0.020866,1861-4728,CHEM-ASIAN J,,929
929,0.726,0.02085,0018-9294,IEEE T BIO-MED ENG,0012737,930
930,0.6662,0.020844,0886-3350,J CATARACT REFR SURG,8604171,931
931,0.6924,0.020839,1010-6030,J PHOTOCH PHOTOBIO A,,932
932,1.1049,0.020812,1387-2877,J ALZHEIMERS DIS,9814863,933
933,0.759,0.020754,0003-9993,ARCH PHYS MED REHAB,2985158R,934
934,5.382,0.020728,1369-7412,J R STAT SOC B,,935
935,0.6837,0.020652,0803-5253,ACTA PAEDIATR,9205968,936
936,1.1319,0.020635,1040-2446,ACAD MED,8904605,937
937,2.2951,0.020625,1471-4892,CURR OPIN PHARMACOL,100966133,938
938,1.1776,0.020625,0046-5070,FRESHWATER BIOL,,939
939,1.6189,0.020606,0036-1429,SIAM J NUMER ANAL,,940
940,1.2987,0.020579,1045-2249,BEHAV ECOL,,941
941,1.0516,0.020578,1386-6532,J CLIN VIROL,9815671,942
942,2.0312,0.020564,0954-6820,J INTERN MED,8904841,943
943,0.7945,0.020561,0025-3162,MAR BIOL,,944
944,3.684,0.02054,0092-5853,AM J POLIT SCI,100966955,945
945,1.1597,0.020504,0967-0645,DEEP-SEA RES PT II,,946
946,1.3159,0.02049,1521-6616,CLIN IMMUNOL,100883537,947
947,1.6524,0.020456,0006-341X,BIOMETRICS,0370625,948
948,0.671,0.020453,1359-4311,APPL THERM ENG,,949
949,1.1701,0.020451,0010-2180,COMBUST FLAME,,950
950,1.0192,0.020393,1570-9639,BBA-PROTEINS PROTEOM,,951
951,0.9664,0.020347,0305-0548,COMPUT OPER RES,,952
952,1.2913,0.020343,0969-7128,GENE THER,9421525,953
953,0.7696,0.020338,1522-1946,CATHETER CARDIO INTE,100884139,954
954,0.4289,0.0203,0022-3468,J PEDIATR SURG,0052631,955
955,1.6117,0.020248,0340-6717,HUM GENET,7613873,956
956,0.7755,0.020226,0022-0981,J EXP MAR BIOL ECOL,,957
957,0.5343,0.020225,0921-5107,MATER SCI ENG B-ADV,,958
958,0.5353,0.020204,0304-4017,VET PARASITOL,7602745,959
959,1.7549,0.020147,0022-5096,J MECH PHYS SOLIDS,,960
960,0.9095,0.020116,0012-3706,DIS COLON RECTUM,0372764,961
961,0.6739,0.020109,1572-6657,J ELECTROANAL CHEM,,962
962,1.4004,0.020085,1388-9842,EUR J HEART FAIL,100887595,963
963,1.5794,0.020045,1476-4598,MOL CANCER,101147698,964
964,0.5034,0.020045,0022-2313,J LUMIN,,965
965,1.3793,0.019933,0899-8418,INT J CLIMATOL,,966
966,0.7895,0.019894,0992-7689,ANN GEOPHYS-GERMANY,,967
967,1.6676,0.019788,0033-3174,PSYCHOSOM MED,0376505,968
968,0.6827,0.01977,0141-3910,POLYM DEGRAD STABIL,,969
969,0.6037,0.019732,1084-7529,J OPT SOC AM A,9800943,970
970,0.7408,0.019726,0964-1726,SMART MATER STRUCT,,971
971,1.1378,0.019719,1364-5021,P ROY SOC A-MATH PHY,,972
972,0.6492,0.019716,0196-9781,PEPTIDES,8008690,973
973,1.0073,0.019712,0003-9888,ARCH DIS CHILD,0372434,974
974,4.0849,0.019703,1540-9295,FRONT ECOL ENVIRON,,975
975,1.1263,0.019686,0002-9122,AM J BOT,0370467,976
976,1.4674,0.019672,0894-0282,MOL PLANT MICROBE IN,9107902,977
977,0.782,0.019663,0146-6615,J MED VIROL,7705876,978
978,1.1938,0.019661,0304-4165,BBA-GEN SUBJECTS,,979
979,2.5392,0.019653,0883-7694,MRS BULL,100971398,980
980,0.9318,0.019652,0169-5002,LUNG CANCER,8800805,981
981,1.6927,0.019651,1522-8002,NEOPLASIA,,982
982,0.426,0.019634,0273-1177,ADV SPACE RES,9878935,983
983,1.3181,0.01963,0013-726X,ENDOSCOPY,0215166,984
984,1.2735,0.019619,0897-7151,J NEUROTRAUM,8811626,985
985,0.673,0.019601,1478-6435,PHILOS MAG,,986
986,0.6976,0.019575,0300-7995,CURR MED RES OPIN,0351014,987
987,0.7985,0.019552,0940-6719,EUR SPINE J,9301980,988
988,1.1439,0.019511,0002-8223,J AM DIET ASSOC,7503061,989
989,1.2478,0.019498,0091-7435,PREV MED,0322116,990
990,1.5549,0.019449,1073-7928,INT MATH RES NOTICES,,991
991,0.9802,0.019415,0003-004X,AM MINERAL,,992
992,7.2986,0.019409,1092-2172,MICROBIOL MOL BIOL R,9706653,993
993,1.1134,0.019399,0300-9084,BIOCHIMIE,1264604,994
994,0.764,0.019393,0954-6111,RESP MED,8908438,995
995,3.4981,0.019375,0301-0082,PROG NEUROBIOL,0370121,996
996,1.1353,0.019365,0340-5443,BEHAV ECOL SOCIOBIOL,7608456,997
997,0.9787,0.01935,0167-2789,PHYSICA D,9890573,998
998,0.5192,0.019339,1424-8220,SENSORS-BASEL,101204366,999
999,1.7539,0.019332,0946-2716,J MOL MED,9504370,1000
1000,1.8109,0.019329,0025-5831,MATH ANN,,1001
1001,1.2995,0.019328,0018-506X,HORM BEHAV,0217764,1002
1002,0.7584,0.019319,0025-326X,MAR POLLUT BULL,0260231,1003
1003,1.4887,0.019303,1935-2735,PLOS NEGLECT TROP D,,1004
1004,0.3882,0.019292,0277-5387,POLYHEDRON,,1005
1005,0.4191,0.019276,1386-9477,PHYSICA E,,1006
1006,0.8691,0.019271,0047-2425,J ENVIRON QUAL,0330666,1007
1007,4.3055,0.019267,1369-7021,MATER TODAY,,1008
1008,0.3207,0.019258,0022-2860,J MOL STRUCT,0141747,1009
1009,1.5645,0.019224,0160-4120,ENVIRON INT,7807270,1010
1010,3.0862,0.019188,0272-7358,CLIN PSYCHOL REV,8111117,1011
1011,0.4025,0.019183,0018-9499,IEEE T NUCL SCI,9879488,1012
1012,0.9067,0.019173,0738-3991,PATIENT EDUC COUNS,8406280,1013
1013,0.6878,0.019172,0001-1541,AICHE J,9879346,1014
1014,0.9234,0.01912,0361-5995,SOIL SCI SOC AM J,9883008,1015
1015,3.118,0.019042,1936-8798,JACC-CARDIOVASC INTE,,1016
1016,0.3557,0.019035,1386-1425,SPECTROCHIM ACTA A,9602533,1017
1017,1.2688,0.018965,0167-4412,PLANT MOL BIOL,9106343,1018
1018,0.8994,0.018953,1549-7747,IEEE T CIRCUITS-II,,1019
1019,0.8615,0.018944,0013-7944,ENG FRACT MECH,,1020
1020,2.1649,0.018939,0906-7590,ECOGRAPHY,,1021
1021,1.2468,0.018934,0957-5243,CANCER CAUSE CONTROL,9100846,1022
1022,0.2884,0.018919,0921-4534,PHYSICA C,,1023
1023,1.3084,0.018909,0278-0062,IEEE T MED IMAGING,8310780,1024
1024,0.8041,0.018907,0026-0495,METABOLISM,0375267,1025
1025,1.5214,0.018891,1543-8384,MOL PHARMACEUT,101197791,1026
1026,0.9012,0.018859,1359-835X,COMPOS PART A-APPL S,,1027
1027,0.9915,0.018821,0022-4715,J STAT PHYS,,1028
1028,0.5778,0.018819,0194-5998,OTOLARYNG HEAD NECK,8508176,1029
1029,0.8652,0.018804,0165-5728,J NEUROIMMUNOL,8109498,1030
1030,0.9176,0.018798,0885-8950,IEEE T POWER SYST,,1031
1031,2.6415,0.018797,0006-3444,BIOMETRIKA,0413661,1032
1032,1.012,0.018783,0022-0795,J ENDOCRINOL,0375363,1033
1033,0.5851,0.018769,1040-0397,ELECTROANAL,,1034
1034,1.0444,0.018714,0166-445X,AQUAT TOXICOL,8500246,1035
1035,1.5695,0.01871,0004-6280,PUBL ASTRON SOC PAC,,1036
1036,0.8233,0.018679,0022-2615,J MED MICROBIOL,0224131,1037
1037,1.3557,0.018673,0168-1923,AGR FOREST METEOROL,,1038
1038,2.7792,0.018655,0012-7094,DUKE MATH J,,1039
1039,0.8436,0.018643,0960-3115,BIODIVERS CONSERV,,1040
1040,1.0863,0.018628,0032-0633,PLANET SPACE SCI,100971414,1041
1041,0.9788,0.018598,1286-4579,MICROBES INFECT,100883508,1042
1042,0.5364,0.018592,1079-2104,ORAL SURG ORAL MED O,9508562,1043
1043,0.867,0.018573,0378-4274,TOXICOL LETT,7709027,1044
1044,1.6432,0.018564,0925-4439,BBA-MOL BASIS DIS,,1045
1045,2.6222,0.018563,1474-9718,AGING CELL,101130839,1046
1046,2.4036,0.018515,1554-8929,ACS CHEM BIOL,101282906,1047
1047,1.2655,0.018475,0004-6264,PUBL ASTRON SOC JPN,,1048
1048,0.5616,0.018459,0022-1112,J FISH BIOL,0214055,1049
1049,0.6435,0.018447,0957-4530,J MATER SCI-MATER M,9013087,1050
1050,3.3396,0.018436,1053-5888,IEEE SIGNAL PROC MAG,,1051
1051,1.076,0.018411,0304-3991,ULTRAMICROSCOPY,7513702,1052
1052,0.6435,0.0184,0022-4804,J SURG RES,0376340,1053
1053,1.0016,0.018387,0302-766X,CELL TISSUE RES,0417625,1054
1054,1.7162,0.018382,1554-351X,BEHAV RES METHODS,101244316,1055
1055,0.9776,0.018359,0939-6411,EUR J PHARM BIOPHARM,9109778,1056
1056,2.0513,0.018359,1432-9840,ECOSYSTEMS,,1057
1057,0.8713,0.018344,0168-1702,VIRUS RES,8410979,1058
1058,1.0332,0.018304,1360-2276,TROP MED INT HEALTH,9610576,1059
1059,0.6988,0.018251,0263-8223,COMPOS STRUCT,,1060
1060,0.8632,0.018207,0014-4835,EXP EYE RES,0370707,1061
1061,1.0008,0.01819,0894-7317,J AM SOC ECHOCARDIOG,8801388,1062
1062,1.3747,0.018178,1742-206X,MOL BIOSYST,,1063
1063,2.7895,0.018162,0006-3568,BIOSCIENCE,0231737,1064
1064,1.1739,0.018149,1552-4841,AM J MED GENET B,101235742,1065
1065,0.8589,0.018147,0167-594X,J NEURO-ONCOL,8309335,1066
1066,0.7673,0.018139,0049-3848,THROMB RES,0326377,1067
1067,0.4607,0.018124,0918-6158,BIOL PHARM BULL,9311984,1068
1068,7.4302,0.018124,0066-4227,ANNU REV MICROBIOL,0372370,1069
1069,0.5251,0.018076,0022-1147,J FOOD SCI,0014052,1070
1070,1.6178,0.018069,0003-4916,ANN PHYS-NEW YORK,,1071
1071,3.9191,0.018041,0167-7659,CANCER METAST REV,8605731,1072
1072,1.2036,0.018034,0195-6701,J HOSP INFECT,8007166,1073
1073,2.3628,0.018027,0021-843X,J ABNORM PSYCHOL,0034461,1074
1074,1.0872,0.018025,0008-8846,CEMENT CONCRETE RES,,1075
1075,2.6996,0.018022,1754-5692,ENERG ENVIRON SCI,,1076
1076,1.0188,0.018012,0306-3674,BRIT J SPORT MED,0432520,1077
1077,0.6843,0.017971,1144-0546,NEW J CHEM,,1078
1078,0.7556,0.017876,0960-8923,OBES SURG,9106714,1079
1079,2.8324,0.017869,0143-2095,STRATEGIC MANAGE J,,1080
1080,0.5473,0.017855,0025-5408,MATER RES BULL,101183746,1081
1081,4.1137,0.01773,1946-6234,SCI TRANSL MED,101505086,1082
1082,0.777,0.017712,1472-6963,BMC HEALTH SERV RES,101088677,1083
1083,0.586,0.017702,1011-372X,CATAL LETT,,1084
1084,0.8771,0.01768,1078-5884,EUR J VASC ENDOVASC,9512728,1085
1085,0.8941,0.017678,0149-2918,CLIN THER,7706726,1086
1086,4.1366,0.017677,0010-3640,COMMUN PUR APPL MATH,,1087
1087,1.6849,0.017675,0018-067X,HEREDITY,0373007,1088
1088,2.801,0.017672,0022-1996,J INT ECON,101085391,1089
1089,2.7288,0.017667,1466-822X,GLOBAL ECOL BIOGEOGR,,1090
1090,0.6147,0.017667,0378-3758,J STAT PLAN INFER,,1091
1091,0.9644,0.017652,1045-3873,J CARDIOVASC ELECTR,9010756,1092
1092,1.1452,0.017622,1613-4125,MOL NUTR FOOD RES,101231818,1093
1093,4.2829,0.017595,0168-6445,FEMS MICROBIOL REV,8902526,1094
1094,0.7128,0.017583,0925-5273,INT J PROD ECON,,1095
1095,0.5454,0.017546,0008-6215,CARBOHYD RES,0043535,1096
1096,0.7362,0.017539,1556-6811,CLIN VACCINE IMMUNOL,,1097
1097,1.3251,0.017497,0003-987X,ARCH DERMATOL,0372433,1098
1098,0.6238,0.017493,0001-1452,AIAA J,,1099
1099,0.3183,0.017488,0268-3768,INT J ADV MANUF TECH,,1100
1100,2.9865,0.017472,1043-2760,TRENDS ENDOCRIN MET,9001516,1101
1101,1.1791,0.01743,1077-2626,IEEE T VIS COMPUT GR,9891704,1102
1102,1.2532,0.017421,1360-8185,APOPTOSIS,9712129,1103
1103,0.5869,0.017405,1089-7798,IEEE COMMUN LETT,,1104
1104,1.1389,0.0174,1352-4585,MULT SCLER J,9509185,1105
1105,0.8116,0.017386,0165-1781,PSYCHIAT RES,7911385,1106
1106,1.4691,0.017378,1063-6692,IEEE ACM T NETWORK,,1107
1107,0.9924,0.017363,1075-2730,PSYCHIAT SERV,9502838,1108
1108,0.6484,0.017363,0301-620X,J BONE JOINT SURG BR,0375355,1109
1109,0.795,0.017335,0021-9746,J CLIN PATHOL,0376601,1110
1110,0.77,0.017327,1042-8194,LEUKEMIA LYMPHOMA,,1111
1111,0.801,0.017291,1027-3719,INT J TUBERC LUNG D,9706389,1112
1112,0.3827,0.017289,0916-8451,BIOSCI BIOTECH BIOCH,9205717,1113
1113,1.052,0.017287,1387-3547,BIOL INVASIONS,,1114
1114,0.8617,0.017258,0275-004X,RETINA-J RET VIT DIS,8309919,1115
1115,0.5634,0.017257,0925-3467,OPT MATER,,1116
1116,0.641,0.017245,1439-6319,EUR J APPL PHYSIOL,100954790,1117
1117,1.8341,0.017222,0030-364X,OPER RES,19410300R,1118
1118,0.4737,0.017219,0278-2391,J ORAL MAXIL SURG,8206428,1119
1119,1.7477,0.017212,0070-217X,CURR TOP MICROBIOL,0110513,1120
1120,1.8536,0.017202,0016-7606,GEOL SOC AM BULL,100971357,1121
1121,0.6169,0.017175,0032-5910,POWDER TECHNOL,,1122
1122,1.8797,0.017134,1072-0502,LEARN MEMORY,9435678,1123
1123,0.7847,0.017111,0300-9572,RESUSCITATION,0332173,1124
1124,1.0873,0.017109,0340-7004,CANCER IMMUNOL IMMUN,8605732,1125
1125,0.8513,0.017081,0003-9985,ARCH PATHOL LAB MED,7607091,1126
1126,0.7859,0.017065,0278-5846,PROG NEURO-PSYCHOPH,8211617,1127
1127,0.7885,0.017064,0145-2126,LEUKEMIA RES,7706787,1128
1128,0.6875,0.017061,0956-053X,WASTE MANAGE,9884362,1129
1129,1.146,0.017045,0020-7519,INT J PARASITOL,0314024,1130
1130,0.9702,0.017029,0706-652X,CAN J FISH AQUAT SCI,,1131
1131,0.7666,0.017012,1549-9596,J CHEM INF MODEL,101230060,1132
1132,1.0873,0.017009,0301-472X,EXP HEMATOL,0402313,1133
1133,0.4974,0.017004,0362-028X,J FOOD PROTECT,7703944,1134
1134,0.6632,0.017004,0950-0618,CONSTR BUILD MATER,,1135
1135,1.4624,0.016978,1526-5900,J PAIN,100898657,1136
1136,2.1569,0.01697,0022-3530,J PETROL,,1137
1137,9.8371,0.016959,0022-0515,J ECON LIT,0206650,1138
1138,0.7023,0.016925,1359-5113,PROCESS BIOCHEM,,1139
1139,0.8723,0.01691,1007-5704,COMMUN NONLINEAR SCI,,1140
1140,0.4318,0.016899,0022-3697,J PHYS CHEM SOLIDS,,1141
1141,1.5027,0.016894,0023-6837,LAB INVEST,0376617,1142
1142,0.8423,0.016885,0306-4603,ADDICT BEHAV,7603486,1143
1143,2.5642,0.016883,0963-7214,CURR DIR PSYCHOL SCI,,1144
1144,0.377,0.016876,0167-6369,ENVIRON MONIT ASSESS,8508350,1145
1145,1.3488,0.01687,0953-8178,INT IMMUNOL,8916182,1146
1146,7.4743,0.016861,0066-426X,ANNU REV PHYS CHEM,15040080R,1147
1147,0.529,0.016851,0925-9635,DIAM RELAT MATER,,1148
1148,0.8024,0.016851,0016-6480,GEN COMP ENDOCR,0370735,1149
1149,0.7971,0.016841,1090-7807,J MAGN RESON,9707935,1150
1150,1.6816,0.016839,0278-7393,J EXP PSYCHOL LEARN,8207540,1151
1151,1.0699,0.016817,1051-8215,IEEE T CIRC SYST VID,,1152
1152,1.277,0.016816,0031-9201,PHYS EARTH PLANET IN,,1153
1153,0.874,0.016815,0306-2619,APPL ENERG,,1154
1154,0.8859,0.016801,0002-9173,AM J CLIN PATHOL,0370470,1155
1155,0.5643,0.016796,0300-8177,MOL CELL BIOCHEM,0364456,1156
1156,1.2039,0.016781,0309-0167,HISTOPATHOLOGY,7704136,1157
1157,0.7714,0.016766,0167-7012,J MICROBIOL METH,8306883,1158
1158,5.3434,0.016758,0894-0347,J AM MATH SOC,,1159
1159,0.7804,0.016746,0749-8063,ARTHROSCOPY,8506498,1160
1160,0.6414,0.016726,0360-1323,BUILD ENVIRON,,1161
1161,2.7799,0.016723,1741-7007,BMC BIOL,101190720,1162
1162,0.5943,0.01672,0166-0934,J VIROL METHODS,8005839,1163
1163,2.2621,0.016719,0022-3816,J POLIT,9876206,1164
1164,1.8156,0.016716,0165-9936,TRAC-TREND ANAL CHEM,,1165
1165,1.1947,0.016696,1540-7489,P COMBUST INST,,1166
1166,0.6958,0.016666,0022-3492,J PERIODONTOL,8000345,1167
1167,0.1809,0.016658,0256-307X,CHINESE PHYS LETT,,1168
1168,3.91,0.016637,0012-8252,EARTH-SCI REV,,1169
1169,1.1481,0.016634,0162-3257,J AUTISM DEV DISORD,7904301,1170
1170,1.0965,0.01657,1045-9227,IEEE T NEURAL NETWOR,101211035,1171
1171,0.965,0.016566,0895-7061,AM J HYPERTENS,8803676,1172
1172,0.9406,0.016561,0109-5641,DENT MATER,8508040,1173
1173,1.32,0.016559,0022-3956,J PSYCHIATR RES,0376331,1174
1174,0.8479,0.016515,0960-7692,ULTRASOUND OBST GYN,9108340,1175
1175,0.9724,0.016497,1470-1626,REPRODUCTION,100966036,1176
1176,0.3791,0.016485,0031-8949,PHYS SCRIPTA,,1177
1177,0.6649,0.016451,1090-0535,MOL VIS,9605351,1178
1178,0.5839,0.016428,0309-1740,MEAT SCI,101160862,1179
1179,0.7057,0.016424,0168-8227,DIABETES RES CLIN PR,8508335,1180
1180,0.643,0.016415,0277-3740,CORNEA,8216186,1181
1181,0.4714,0.016409,0143-1161,INT J REMOTE SENS,9878707,1182
1182,1.8582,0.016393,1742-4690,RETROVIROLOGY,101216893,1183
1183,2.8449,0.016383,1542-4766,J EUR ECON ASSOC,,1184
1184,0.5346,0.016373,0272-8842,CERAM INT,,1185
1185,1.0742,0.016371,1050-7256,THYROID,9104317,1186
1186,2.0597,0.016357,1528-3542,EMOTION,101125678,1187
1187,0.9807,0.016332,0270-4137,PROSTATE,8101368,1188
1188,0.6108,0.016322,0379-0738,FORENSIC SCI INT,7902034,1189
1189,2.3522,0.016307,0003-9527,ARCH RATION MECH AN,,1190
1190,1.1482,0.016278,0951-7715,NONLINEARITY,,1191
1191,1.3061,0.016264,1083-4419,IEEE T SYST MAN CY B,9890044,1192
1192,1.3668,0.016244,0301-9268,PRECAMBRIAN RES,100971296,1193
1193,0.5248,0.016236,0011-183X,CROP SCI,100955697,1194
1194,4.1721,0.016222,0003-066X,AM PSYCHOL,0370521,1195
1195,0.2629,0.016208,0273-1223,WATER SCI TECHNOL,9879497,1196
1196,1.7926,0.016208,1098-3600,GENET MED,9815831,1197
1197,1.5222,0.016192,1536-1233,IEEE T MOBILE COMPUT,,1198
1198,0.3086,0.016169,1001-6538,CHINESE SCI BULL,,1199
1199,1.5194,0.016162,0096-1523,J EXP PSYCHOL HUMAN,7502589,1200
